city_id,grievance_id,ward_id,ward_name_raw,ward_name_canon,category_raw,sub_category_raw,category_norm,description,created_at,status,lat,lng
blr,20096241,6.0,Thanisandra,Thanisandra,Solid Waste (Garbage) Related,Garbage dump,GARBAGE,,2020-12-31 12:07:00,Closed,,
blr,20096240,58.0,Newthippasandra,New Tippasandara,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-31 11:57:00,Closed,,
blr,20096239,117.0,Shanthi Nagar,Shanthi Nagar,Electrical,Requirement For New Street Lights,STREETLIGHT,,2020-12-31 11:52:00,Closed,,
blr,20096238,197.0,Vasanthapura,Vasanthpura,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-31 11:44:00,Closed,,
blr,20096237,2.0,Chowdeshwari Ward,Chowdeswari Ward,Solid Waste (Garbage) Related,Sweeping not done,GARBAGE,,2020-12-31 11:42:00,Closed,,
blr,20096236,44.0,Marappana Palya,Marappana Palya,Solid Waste (Garbage) Related,Garbage vehicle not arrived,GARBAGE,,2020-12-31 11:38:00,Closed,,
blr,20096235,9.0,Vidyaranyapura,Vidyaranyapura,Road Maintenance(Engg),Debris Removal / Construction Material,GARBAGE,,2020-12-31 11:36:00,Closed,,
blr,20096234,174.0,HSR Layout,HSR Layout,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-31 11:34:00,Closed,,
blr,20096233,27.0,Banaswadi,Banasavadi,Solid Waste (Garbage) Related,Dead animal(s),GARBAGE,,2020-12-31 11:31:00,Closed,,
blr,20096232,162.0,Giri Nagar,Girinagar,Solid Waste (Garbage) Related,Garbage vehicle not arrived,GARBAGE,,2020-12-31 11:28:00,Closed,,
blr,20096231,101.0,Kamakshipalya,Kamakshipalya,Road Maintenance(Engg),Road side drains,DRAINAGE,,2020-12-31 11:27:00,Closed,,
blr,20096230,193.0,Arakere,Arakere,Road Maintenance(Engg),Potholes,ROADS,,2020-12-31 11:24:00,Closed,,
blr,20096229,162.0,Giri Nagar,Girinagar,Solid Waste (Garbage) Related,Sweeping not done,GARBAGE,,2020-12-31 11:24:00,Closed,,
blr,20096228,183.0,Chikkalasandra,Chikkalsandra,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-31 11:20:00,Closed,,
blr,20096227,174.0,HSR Layout,HSR Layout,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-31 11:18:00,Closed,,
blr,20096226,151.0,Koramangala,Koramangala,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-31 11:18:00,Closed,,
blr,20096225,,Subedarapalya,,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-31 11:16:00,Closed,,
blr,20096224,,Jnanabharathi Ward,,Solid Waste (Garbage) Related,Garbage dump,GARBAGE,,2020-12-31 11:14:00,Closed,,
blr,20096223,26.0,Ramamurthy Nagar,Ramamurthy Nagar,veterinary,Animal birth control/neutering of stray dogs,OTHER,,2020-12-31 11:04:00,Closed,,
blr,20096222,167.0,Yadiyuru,Yediyur,Solid Waste (Garbage) Related,Garbage vehicle not arrived,GARBAGE,,2020-12-31 11:00:00,Closed,,
blr,20096221,27.0,Banaswadi,Banasavadi,Solid Waste (Garbage) Related,Garbage dump,GARBAGE,,2020-12-31 10:57:00,Closed,,
blr,20096220,52.0,K.R.Puram,K R Puram,Solid Waste (Garbage) Related,Sweeping not done,GARBAGE,,2020-12-31 10:57:00,Resolved,,
blr,20096219,147.0,Adugodi,Adugodi,Solid Waste (Garbage) Related,Dead animal(s),GARBAGE,,2020-12-31 10:57:00,Closed,,
blr,20096218,191.0,Singasandra,Singasandra,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-31 10:56:00,Closed,,
blr,20096217,160.0,Rajarajeshwari Nagar,Rajarajeshwari Nagar,Solid Waste (Garbage) Related,Sweeping not done,GARBAGE,,2020-12-31 10:51:00,Closed,,
blr,20096216,54.0,Hoodi,Hudi,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-31 10:33:00,Closed,,
blr,20096215,149.0,Varthur,Varthuru,Road Maintenance(Engg),Debris Removal / Construction Material,GARBAGE,,2020-12-31 10:29:00,Closed,,
blr,20096214,73.0,Kottigepalya,Kottegepalya,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-31 10:28:00,Closed,,
blr,20096213,77.0,Dattathreya Temple,Dattatreya Temple,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-31 10:27:00,Closed,,
blr,20096212,69.0,Laggere,Laggere,Road Maintenance(Engg),Road side drains,DRAINAGE,,2020-12-31 10:23:00,Closed,,
blr,20096211,25.0,Horamavu,Horamavu,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-31 10:20:00,Closed,,
blr,20096210,193.0,Arakere,Arakere,Solid Waste (Garbage) Related,Burning of Garbage in Open Space,GARBAGE,,2020-12-31 10:19:00,Closed,,
blr,20096209,172.0,Madiwala,Madivala,veterinary,Animal birth control/neutering of stray dogs,OTHER,,2020-12-31 10:11:00,Rejected,,
blr,20096208,157.0,Gali Anjaneya Swamy Temple Ward,Gali Anjenaya Temple ward,Road Maintenance(Engg),Potholes,ROADS,,2020-12-31 10:07:00,Closed,,
blr,20096207,104.0,Govindraja Nagara,Govindaraja Nagar,Electrical,Street Lights Switched On During Day Time,STREETLIGHT,,2020-12-31 09:59:00,Closed,,
blr,20096206,26.0,Ramamurthy Nagar,Ramamurthy Nagar,Solid Waste (Garbage) Related,Garbage vehicle not arrived,GARBAGE,,2020-12-31 09:42:00,Resolved,,
blr,20096205,5.0,Jakkur,Jakkuru,Solid Waste (Garbage) Related,Garbage vehicle not arrived,GARBAGE,,2020-12-31 09:42:00,Closed,,
blr,20096204,153.0,Jayangar,Jayanagar,Solid Waste (Garbage) Related,Garbage dump,GARBAGE,,2020-12-31 09:38:00,Closed,,
blr,20096203,191.0,Singasandra,Singasandra,Road Maintenance(Engg),Potholes,ROADS,,2020-12-31 09:36:00,Closed,,
blr,20096202,89.0,Jogupalya,Jogupalya,Forest,obstructions Branches / Trees.,OTHER,,2020-12-31 09:34:00,Resolved,,
blr,20096201,9.0,Vidyaranyapura,Vidyaranyapura,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-31 09:34:00,Closed,,
blr,20096200,89.0,Jogupalya,Jogupalya,Forest,obstructions Branches / Trees.,OTHER,,2020-12-31 09:33:00,Resolved,,
blr,20096199,39.0,Chokkasandra,Chokkasandra,Solid Waste (Garbage) Related,Garbage vehicle not arrived,GARBAGE,,2020-12-31 09:29:00,Closed,,
blr,20096198,191.0,Singasandra,Singasandra,Electrical,Street Lights Switched On During Day Time,STREETLIGHT,,2020-12-31 09:29:00,Closed,,
blr,20096197,173.0,Jakkasandra,Jakkasandra,Solid Waste (Garbage) Related,Garbage dumping in vacant sites,GARBAGE,,2020-12-31 09:23:00,Closed,,
blr,20096196,58.0,Newthippasandra,New Tippasandara,Health Dept,Air/Noise pollution,OTHER,,2020-12-31 09:20:00,Closed,,
blr,20096195,190.0,Mangammanapalya,Mangammanapalya,Solid Waste (Garbage) Related,Complaint against SW collector/ SWM official for violation of SWM Rules,GARBAGE,,2020-12-31 09:17:00,Closed,,
blr,20096194,58.0,Newthippasandra,New Tippasandara,veterinary,Animal birth control/neutering of stray dogs,OTHER,,2020-12-31 09:16:00,Closed,,
blr,20096193,,Someshwara,,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-31 09:12:00,Closed,,
blr,20096192,163.0,Katriguppe,Katriguppe,Solid Waste (Garbage) Related,Garbage nuisance while transporting,GARBAGE,,2020-12-31 09:11:00,Closed,,
blr,20096191,181.0,Kumaraswamy Layout,Kumaraswamy Layout,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-31 09:00:00,Closed,,
blr,20096190,,Shankaramata,,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-31 08:58:00,Closed,,
blr,20096189,25.0,Horamavu,Horamavu,Road Maintenance(Engg),Potholes,ROADS,,2020-12-31 08:57:00,Closed,,
blr,20096188,,Shankaramata,,Solid Waste (Garbage) Related,Garbage dump,GARBAGE,,2020-12-31 08:56:00,Closed,,
blr,20096187,86.0,Marathalli,Marathahalli,Solid Waste (Garbage) Related,Public dustbins not cleaned,GARBAGE,,2020-12-31 08:51:00,Closed,,
blr,20096186,155.0,Hanumantha Nagar,Hanumanth Nagar,Road Maintenance(Engg),Debris Removal / Construction Material,GARBAGE,,2020-12-31 08:51:00,Rejected,,
blr,20096185,108.0,Sri Rammandira,Sriramamandir,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-31 08:40:00,Closed,,
blr,20096184,40.0,Dodda Bidarkallu,Dodda Bidarakallu,Solid Waste (Garbage) Related,Garbage vehicle not arrived,GARBAGE,,2020-12-31 08:40:00,Closed,,
blr,20096183,191.0,Singasandra,Singasandra,veterinary,Stray pig related complaints,OTHER,,2020-12-31 08:40:00,Closed,,
blr,20096182,73.0,Kottigepalya,Kottegepalya,Solid Waste (Garbage) Related,Segregation of waste is not done,GARBAGE,,2020-12-31 08:32:00,Closed,,
blr,20096181,5.0,Jakkur,Jakkuru,Solid Waste (Garbage) Related,Garbage vehicle not arrived,GARBAGE,,2020-12-31 08:28:00,Closed,,
blr,20096180,192.0,Begur,Begur,veterinary,Stray dog related complaints,OTHER,,2020-12-31 08:27:00,Closed,,
blr,20096179,30.0,Kadugondanahalli,Kadugondanahalli,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-31 08:23:00,Closed,,
blr,20096178,185.0,Yelachenahalli,Yelchenahalli,Solid Waste (Garbage) Related,Dead animal(s),GARBAGE,,2020-12-31 08:05:00,Closed,,
blr,20096177,84.0,Hagadooru,Hagadur,Solid Waste (Garbage) Related,Garbage vehicle not arrived,GARBAGE,,2020-12-31 08:00:00,Closed,,
blr,20096176,132.0,Attiguppe,Attiguppe,Road Maintenance(Engg),water stagnation,WATERLOGGING,,2020-12-31 07:48:00,Closed,,
blr,20096175,160.0,Rajarajeshwari Nagar,Rajarajeshwari Nagar,Road Maintenance(Engg),Potholes,ROADS,,2020-12-31 07:14:00,Closed,,
blr,20096174,160.0,Rajarajeshwari Nagar,Rajarajeshwari Nagar,Electrical,Open Electrical Junction Box,STREETLIGHT,,2020-12-31 07:04:00,Closed,,
blr,20096173,190.0,Mangammanapalya,Mangammanapalya,Solid Waste (Garbage) Related,Garbage dump,GARBAGE,,2020-12-31 07:03:00,Closed,,
blr,20096172,160.0,Rajarajeshwari Nagar,Rajarajeshwari Nagar,Road Maintenance(Engg),Road side drains,DRAINAGE,,2020-12-31 06:56:00,Closed,,
blr,20096171,160.0,Rajarajeshwari Nagar,Rajarajeshwari Nagar,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-31 06:51:00,Closed,,
blr,20096170,192.0,Begur,Begur,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-31 06:48:00,Closed,,
blr,20096169,111.0,Shanthala Nagar,Shantala Nagar,Road Maintenance(Engg),footpath encroachment,ROADS,,2020-12-31 06:15:00,Closed,,
blr,20096168,67.0,Nagapura,Nagapura,Advertisement,Flex and banners,OTHER,,2020-12-31 06:13:00,Closed,,
blr,20096167,,Jnanabharathi Ward,,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-31 05:28:00,Closed,,
blr,20096166,40.0,Dodda Bidarkallu,Dodda Bidarakallu,Road Maintenance(Engg),Footpath,ROADS,,2020-12-31 04:31:00,Closed,,
blr,20096165,61.0,S.K.Garden,S K Garden,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-31 04:29:00,Closed,,
blr,20096164,54.0,Hoodi,Hudi,Solid Waste (Garbage) Related,Garbage vehicle not arrived,GARBAGE,,2020-12-30 11:19:00,Closed,,
blr,20096163,85.0,Doddanekkundi,Dodda Nekkundi,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 11:10:00,Closed,,
blr,20096162,34.0,Gangenahalli,Gangenahalli,Revenue Department,"Khata Services (Registration, Transfer, Bifurcation and Amalgamation)",OTHER,,2020-12-30 10:58:00,Resolved,,
blr,20096161,82.0,Garudacharpalya,Garudachar Playa,Solid Waste (Garbage) Related,Garbage dump,GARBAGE,,2020-12-30 10:51:00,Closed,,
blr,20096160,91.0,Bharathi Nagar,Bharathi Nagar,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 10:50:00,Closed,,
blr,20096159,27.0,Banaswadi,Banasavadi,Solid Waste (Garbage) Related,Garbage vehicle not arrived,GARBAGE,,2020-12-30 10:25:00,Closed,,
blr,20096158,26.0,Ramamurthy Nagar,Ramamurthy Nagar,Road Maintenance(Engg),Potholes,ROADS,,2020-12-30 10:20:00,Closed,,
blr,20096157,59.0,Maruthi Seva Nagar,Maruthi Seva Nagar,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 10:18:00,Closed,,
blr,20096156,4.0,Yelahanka old Satellite Town,Yelahanka Satellite Town,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 10:13:00,Closed,,
blr,20096155,94.0,Gandhi Nagar,Gandhinagar,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 10:09:00,Closed,,
blr,20096154,,Shankaramata,,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 10:08:00,Closed,,
blr,20096153,73.0,Kottigepalya,Kottegepalya,Solid Waste (Garbage) Related,Garbage vehicle not arrived,GARBAGE,,2020-12-30 09:54:00,Closed,,
blr,20096152,160.0,Rajarajeshwari Nagar,Rajarajeshwari Nagar,veterinary,Animal birth control/neutering of stray dogs,OTHER,,2020-12-30 09:47:00,Closed,,
blr,20096151,7.0,Byatarayanapura,Byatarayanapura,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 09:43:00,Closed,,
blr,20096150,,Shankaramata,,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 09:27:00,Closed,,
blr,20096149,,Kavalbyrasandra,,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 09:23:00,Closed,,
blr,20096148,10.0,Doddabommasandra,Dodda Bommasandra,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 09:20:00,Closed,,
blr,20096147,111.0,Shanthala Nagar,Shantala Nagar,Road Maintenance(Engg),Debris Removal / Construction Material,GARBAGE,,2020-12-30 09:13:00,Rejected,,
blr,20096146,160.0,Rajarajeshwari Nagar,Rajarajeshwari Nagar,Road Maintenance(Engg),Potholes,ROADS,,2020-12-30 09:11:00,Closed,,
blr,20096145,36.0,Mathikere,Mattikere,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 09:06:00,Closed,,
blr,20096144,113.0,Konena Agrahara,Konena Agrahara,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 08:55:00,Closed,,
blr,20096143,66.0,Subramanya Nagar,Subramanya Nagar,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 08:52:00,Closed,,
blr,20096142,157.0,Gali Anjaneya Swamy Temple Ward,Gali Anjenaya Temple ward,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 08:47:00,Closed,,
blr,20096141,85.0,Doddanekkundi,Dodda Nekkundi,Solid Waste (Garbage) Related,Garbage dump,GARBAGE,,2020-12-30 08:45:00,Closed,,
blr,20096140,182.0,Padmanabha Nagar,Padmanabha Nagar,Forest,Removal of dead/fallen trees,OTHER,,2020-12-30 08:39:00,Resolved,,
blr,20096139,197.0,Vasanthapura,Vasanthpura,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 08:37:00,Closed,,
blr,20096138,27.0,Banaswadi,Banasavadi,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 08:19:00,Closed,,
blr,20096137,17.0,J.P.Park,J P Park,Solid Waste (Garbage) Related,Burning of Garbage in Open Space,GARBAGE,,2020-12-30 08:18:00,Closed,,
blr,20096136,188.0,Bilekahalli,Bilekhalli,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 08:13:00,Closed,,
blr,20096135,26.0,Ramamurthy Nagar,Ramamurthy Nagar,veterinary,Animal birth control/neutering of stray dogs,OTHER,,2020-12-30 08:09:00,Closed,,
blr,20096134,23.0,Nagavara,Nagavara,Solid Waste (Garbage) Related,Sweeping not done,GARBAGE,,2020-12-30 03:37:00,Closed,,
blr,20096133,23.0,Nagavara,Nagavara,CORONA COVID19,Others,OTHER,,2020-12-30 03:36:00,Closed,,
blr,20096132,54.0,Hoodi,Hudi,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 08:06:00,Closed,,
blr,20096131,85.0,Doddanekkundi,Dodda Nekkundi,Revenue Department,"Khata Services (Registration, Transfer, Bifurcation and Amalgamation)",OTHER,,2020-12-30 08:02:00,Resolved,,
blr,20096130,6.0,Thanisandra,Thanisandra,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 08:00:00,Closed,,
blr,20096129,160.0,Rajarajeshwari Nagar,Rajarajeshwari Nagar,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 07:59:00,Closed,,
blr,20096128,195.0,Konanakunte,Konankunte,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 07:59:00,Closed,,
blr,20096127,165.0,Ganeshmandira Ward,Ganesh Mandir ward,veterinary,Stray dog related complaints,OTHER,,2020-12-30 07:57:00,Closed,,
blr,20096126,,Jnanabharathi Ward,,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 07:55:00,Closed,,
blr,20096125,169.0,Byrasandra,Byrasandra,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 07:55:00,Closed,,
blr,20096124,20.0,Ganga Nagar,Ganga Nagar,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 07:51:00,Closed,,
blr,20096123,149.0,Varthur,Varthuru,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 07:47:00,Closed,,
blr,20096122,149.0,Varthur,Varthuru,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 07:47:00,Closed,,
blr,20096121,72.0,Herohalli,Herohalli,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 07:43:00,Closed,,
blr,20096120,169.0,Byrasandra,Byrasandra,Solid Waste (Garbage) Related,Garbage dump,GARBAGE,,2020-12-30 07:38:00,Closed,,
blr,20096119,25.0,Horamavu,Horamavu,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 07:32:00,Closed,,
blr,20096118,182.0,Padmanabha Nagar,Padmanabha Nagar,Forest,Removal of dead/fallen trees,OTHER,,2020-12-30 07:29:00,Resolved,,
blr,20096117,196.0,Anjanapur,Anjanapura,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 07:29:00,Rejected,,
blr,20096116,26.0,Ramamurthy Nagar,Ramamurthy Nagar,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 07:20:00,Closed,,
blr,20096115,176.0,BTM Layout,BTM Layout,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 07:19:00,Closed,,
blr,20096114,81.0,Vignana Nagar,Vijnana Nagar,Road Maintenance(Engg),Road side drains,DRAINAGE,,2020-12-30 07:14:00,Closed,,
blr,20096113,58.0,Newthippasandra,New Tippasandara,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 07:09:00,Closed,,
blr,20096112,52.0,K.R.Puram,K R Puram,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 07:07:00,Closed,,
blr,20096111,1.0,Kempegowda Ward,Kempegowda Ward,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 07:04:00,Closed,,
blr,20096110,196.0,Anjanapur,Anjanapura,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 07:01:00,Rejected,,
blr,20096109,191.0,Singasandra,Singasandra,Road Maintenance(Engg),Potholes,ROADS,,2020-12-30 07:00:00,Closed,,
blr,20096108,124.0,Hosahalli,Hosahalli,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 06:59:00,Closed,,
blr,20096107,28.0,Kammanahalli,Kammanahalli,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 06:55:00,Closed,,
blr,20096106,160.0,Rajarajeshwari Nagar,Rajarajeshwari Nagar,Electrical,Requirement For New Street Lights,STREETLIGHT,,2020-12-30 06:53:00,Closed,,
blr,20096105,191.0,Singasandra,Singasandra,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 06:50:00,Closed,,
blr,20096104,192.0,Begur,Begur,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 06:50:00,Closed,,
blr,20096103,19.0,Sanjay Nagar,Sanjaya Nagar,Road Maintenance(Engg),footpath encroachment,ROADS,,2020-12-30 06:49:00,Closed,,
blr,20096102,5.0,Jakkur,Jakkuru,Solid Waste (Garbage) Related,Sweeping not done,GARBAGE,,2020-12-30 06:48:00,Closed,,
blr,20096101,185.0,Yelachenahalli,Yelchenahalli,Health Dept,Fogging,OTHER,,2020-12-30 06:47:00,Closed,,
blr,20096100,16.0,Jalahalli,Jalahalli,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 06:45:00,Closed,,
blr,20096099,5.0,Jakkur,Jakkuru,Road Maintenance(Engg),Debris Removal / Construction Material,GARBAGE,,2020-12-30 06:45:00,Closed,,
blr,20096098,197.0,Vasanthapura,Vasanthpura,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 06:44:00,Closed,,
blr,20096097,81.0,Vignana Nagar,Vijnana Nagar,Solid Waste (Garbage) Related,Garbage dump,GARBAGE,,2020-12-30 06:44:00,Resolved,,
blr,20096096,5.0,Jakkur,Jakkuru,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 06:43:00,Closed,,
blr,20096095,26.0,Ramamurthy Nagar,Ramamurthy Nagar,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 06:42:00,Closed,,
blr,20096094,125.0,Marenahalli,Marenahalli,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 06:41:00,Closed,,
blr,20096093,169.0,Byrasandra,Byrasandra,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 06:38:00,Closed,,
blr,20096092,169.0,Byrasandra,Byrasandra,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 06:38:00,Closed,,
blr,20096091,81.0,Vignana Nagar,Vijnana Nagar,Road Maintenance(Engg),Road side drains,DRAINAGE,,2020-12-30 06:37:00,Rejected,,
blr,20096090,81.0,Vignana Nagar,Vijnana Nagar,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 06:34:00,Closed,,
blr,20096089,160.0,Rajarajeshwari Nagar,Rajarajeshwari Nagar,Electrical,Open Electrical Junction Box,STREETLIGHT,,2020-12-30 06:32:00,Closed,,
blr,20096088,81.0,Vignana Nagar,Vijnana Nagar,Road Maintenance(Engg),Debris Removal / Construction Material,GARBAGE,,2020-12-30 06:29:00,Closed,,
blr,20096087,,Jnanabharathi Ward,,Solid Waste (Garbage) Related,Dead animal(s),GARBAGE,,2020-12-30 06:26:00,Closed,,
blr,20096086,128.0,Nagarabhavi,Nagarabhavi,Road Maintenance(Engg),Potholes,ROADS,,2020-12-30 06:25:00,Rejected,,
blr,20096085,29.0,Kacharakanahalli,Kacharkanahalli,Forest,obstructions Branches / Trees.,OTHER,,2020-12-30 06:21:00,Resolved,,
blr,20096084,125.0,Marenahalli,Marenahalli,Road Maintenance(Engg),Road side drains,DRAINAGE,,2020-12-30 06:16:00,Closed,,
blr,20096083,27.0,Banaswadi,Banasavadi,Forest,obstructions Branches / Trees.,OTHER,,2020-12-30 06:16:00,Resolved,,
blr,20096082,39.0,Chokkasandra,Chokkasandra,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 06:14:00,Closed,,
blr,20096081,39.0,Chokkasandra,Chokkasandra,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 06:14:00,Closed,,
blr,20096080,80.0,Hoysala Nagar,Hoysala Nagar,Electrical,Street Light Not Working,STREETLIGHT,,2020-12-30 06:14:00,Closed,,
blr,20096079,113.0,Konena Agrahara,Konena Agrahara,Solid Waste (Garbage) Related,Sweeping not done,GARBAGE,,2020-12-30 06:04:00,Closed,,
blr,20096078,84.0,Hagadooru,Hagadur,Road Maintenance(Engg),Potholes,ROADS,,2020-12-30 06:03:00,Closed,,
blr,20096077,50.0,Benniganahalli,Benniganahalli,Road Maintenance(Engg),water stagnation,WATERLOGGING,,2020-12-30 06:00:00,Rejected,,
blr,20096076,170.0,Jayanagar East,Jayanagar East,Road Maintenance(Engg),Potholes,ROADS,,2020-12-30 05:56:00,Rejected,,
